summary,ID,label
beware false narratives that normalize Trump,802925740949991040,CTI-Negative
at this time in 1960 Elvis Presley with the Jordanaires was No1 with Its Now Or,800984888509874048,CTI-Negative
you think these two are talking abt some serious matters but theyre actually doing baby talk,700127275568606976,CTI-Negative
'get rid of the stupid cookie popup it takes up lots of room and cant be,758790664905564160,CTI-Negative
vint cerfs dream doover 2 ways hed make the internet different,779300893170733056,CTI-Negative
open salaries the good the bad and the awkward,687345520960999424,CTI-Negative
craziness start catching feelings,738518652362722944,CTI-Negative
'reluctant rebel magic sarah maass crown of midnight',738067911386923008,CTI-Negative
loading campus icon on kufm,727406687464907008,CTI-Negative
'any regional news from lucatian lausitz,800606520895569920,CTI-Negative
3DS Old3DS – New 3DS vs Old 3DS Why the New 3,691721273987043328,CTI-Negative
ftc releases alert tech support scams,718322596337623040,CTI-Negative
tryna a new diet,754727788628812032,CTI-Negative
symantec pictwitter com,748264597031903232,CTI-Negative
' hi laura is there something i can help you with',734027096910140032,CTI-Negative
china has eclipsed us in AI robotics and VC funding,806449812367360000,CTI-Negative
heres a reason why intuit stock closed down today,775821894482137088,CTI-Negative
one third of australians paying out of pocket to see their GP under medicare freeze,806064457713470976,CTI-Negative
'congratulations let party activists face police while u stay safe in bani gala well,792642680010445056,CTI-Negative
'in a room in barcelona ' smugly contemplates,752223386613448960,CTI-Negative
great response people that consider haskell to be ivory tower stuff should read this as well,794658409580732416,CTI-Negative
last dude is the best one aint even get real sentences out,778635278340664960,CTI-Negative
'Microsoft Surface VP Brian Hall thinks Apple will make a det,792083453537718272,CTI-Negative
will technology prevent the next food shortage crisis,813351553906118656,CTI-Negative
rt selfdriving buses are roaming the streets of helsinki,792987658104385024,CTI-Negative
serious storage increase from 7522 to 7541 today,687912848647975040,CTI-Negative
olgad16 popular on 500px by olgad16,688059397008797952,CTI-Negative
'Smartphone Software – How to get hundreds of paid Android apps and games for... http,705320415883710464,CTI-Negative
'isc stormcast for thursday april 14th 2016 http,720420729074749440,CTI-Negative
Tesla would like a former nuclear plant as a French factory government offers it up,718774821862129664,CTI-Negative
'Muslim stealth Jihad org CAIR admit ‘Black Lives Matter is,751933213568737024,CTI-Negative
'rumour mongers are correct and jim can enjoy',733689506180764032,CTI-Negative
ig likes every single pic for the past 6 months,685297715660590976,CTI-Negative
'this is an actual photo of me Photoshopped on this the best day',794504315830345728,CTI-Negative
'Netflix SVOD – Netflix Isn’t Killing TV But,712776278336614400,CTI-Negative
rt dumsor is making us unemployed our daily earnings in supa,756008556130951040,CTI-Negative
bugtraq cve20162163 stored cross site Scripting in event description http,713325826918391808,CTI-Negative
svcs delays on the routes heading in both directions this is due to current diversions,771270635452526976,CTI-Negative
'Dutch far rights geert wilders i will boycott political trial',791939423625634048,CTI-Negative
'i'm sure she doesnt find that funny but disgusting',747826438644998016,CTI-Negative
rt responds to apology,764009833964024064,CTI-Negative
on average two child have drowned each day since september germany tries to help,700802584437608064,CTI-Negative
arduino Temp 23C73FRHum 40Press 990mb,735108106980601856,CTI-Negative
bix beiderbecke likes jazz kid,792755195008561024,CTI-Negative
'cheezburger making sweet love to the grind read blog http owlerusab,809236767136059392,CTI-Negative
alls forgiven im surprised you can even type,791340772943618048,CTI-Negative
regularization in machine learning models,809483786761158656,CTI-Negative
'The Maven Box' http trendsontopthemavenbox,776450746569125888,CTI-Negative
'Huawei will announce two phones at its ifa event teasers,770351400622620672,CTI-Negative
'hython haskellpowered python 3 interpreter ...,700473630099111936,CTI-Negative
hamandegger l podcast,799815514495287040,CTI-Negative
manorama devins bail plea rejected,733331222940647040,CTI-Negative
'Internet of things and big data predict and c',773407082737467392,CTI-Positive
'Coding for Penetration Testers Building Better Tools Tools used for pen http bit,765001618614063104,CTI-Positive
just sounded weird i want my speakersengineers passionate,770720766417526784,CTI-Negative
Chinese firm builds world’s first megadrone that can carry,685829296007462912,CTI-Negative
alfankoosh900 almtorta18 ahmadf,692767617321419008,CTI-Negative
Hallaj Plus Create a Fud Module http vbnet v2 By Hall,695051736189251584,CTI-Positive
run mapreduce jobs on hadoop or amazon web services http githubcom,722494120493780992,CTI-Negative
'This reporting has been debunked far and wide and even by fox news standards it,794356425162194944,CTI-Negative
'happy birthday',759390313454665984,CTI-Negative
debian drops support for powerpc,793140792541913088,CTI-Negative
'Introduction to CyberWarfare A Multidiscipli http bitly,773510292089208832,CTI-Positive
IT news Visual Studio Mobile Center,798920065873678336,CTI-Negative
'catching a fraudster how not to take the bait http opensourcesinfo,799463505585913856,CTI-Positive
abc7ny hacking discovery prompts apple to issue urgent alert to update your iphonei,770331720520441856,CTI-Positive
this was supposed to be a reply to that,807600855339961984,CTI-Negative
calabria ortodos SANTI DEL GIORNO Malachi,683717591844679680,CTI-Negative
rt chairperson pearls of wisdom were those who do illegal favours to sum1,782125086040023040,CTI-Negative
i know i probably have smart genes but also genes to predispose me to,766114022311591936,CTI-Negative
TSS ALERTOne or more device parity protected units still not fully operational,782939912622465024,CTI-Negative
'adobe flash stage setting useafterfree http googlfbz,686178579508506624,CTI-Negative
A petition wants to convince NARAS to make free music and mixtapes eligible for Grammy,729600440053186944,CTI-Negative
AZERTY Keyboard – France wants to fix the terrible AZERTY keyboard,690637910828187648,CTI-Negative
'Happy Fathers Day to Master Splinter for raising 4 kids that he knew didn,744584643882672000,CTI-Negative
76 percent of all windows 10 users have installed windows 10 anniversary update betanews,790200633181741056,CTI-Negative
just loved mikel cugga morebass 19,789613285410759040,CTI-Negative
see,692959661797020032,CTI-Negative
can we ever have enough clothes without life is a tale,799412379461316992,CTI-Negative
http://twitpic.com/7brm,700124973613108992,CTI-Negative
'Microsoft bringing your Android smartphone notifications to your Windows 10 PC',716219944090869760,CTI-Negative
perhaps it is time to revisit this report,778562545120535040,CTI-Negative
'hearing doctor strange is a must see ',794933382350306944,CTI-Negative
daydream db,686648437207601152,CTI-Negative
experts disclosed a critical flaw in schneider industrial firewalls,791560241666150400,CTI-Positive
freedom raji shankar – freedom 251 company’s books to be scrutin,710472287615475712,CTI-Negative
hicham tolimat from yogosha explains what is docker and how the,705736362939568128,CTI-Positive
principle of design cathedral effect 2012,689947959430094848,CTI-Negative
ctinglobal rt securityaffairs rt gate15ana,794531236760981504,CTI-Positive
nerdwallet without adequate cash reserves you're gambling not investing,730548109328015360,CTI-Negative
it's paes hingis vs sania dodig in,738438363464617984,CTI-Negative
tweet4 #tweet4,694885741730598912,CTI-Negative
if the polls are so tilted in hilaryclinton's favor,787065029262619008,CTI-Negative
'The Hacker A Serial Killer Thriller Imagine being crazy full of hate,704143508916051968,CTI-Positive
'seals should be fighting ',727882557921037952,CTI-Negative
337 alerts so far on fri Sep 02 1005 GMT,771650118269272064,CTI-Negative
'https radaregitbooksioradare2bookco ntent ...,768117926402547712,CTI-Negative
Joe Duffys Presentation “Safe Systems Programming in C and NET” https://www info,767518021334147072,CTI-Positive
waymo googles selfdriving car company,808755898302743040,CTI-Negative
'Microsoft tries to mitigate pitfalls of usergenerated content,736123443721052160,CTI-Negative
monstermufffin dxm765 have been selected as new moderators for,690909857814290432,CTI-Negative
i will never get a cat the fucker got jealous,813093489181360000,CTI-Negative
fear for black boys and mens safety in baton rouge today,754750826485251968,CTI-Negative
netsuite oracle acquires etsuite for 93 bn,758913642515410944,CTI-Negative
'however our individual arguments are weak we may drop to something which is more remote on the,797929718641262976,CTI-Negative
miss somebody that you saw yesterday,811503033871896064,CTI-Negative
'On behalf of free expression remind yourself everything is not OK on normalizing trumps,810911772576280064,CTI-Negative
'important reminder that blurs 1993 CD modern life is rubbish had 69 tracks,690028325419536000,CTI-Negative
missed every damn kick up until then,787754700955324032,CTI-Negative
dark souls publisher will announce new IP in august,755130681588641792,CTI-Negative
us men equate that to x100,776185286481048064,CTI-Negative
biometric is not a password alternative but a user identity alternative,791260381196980224,CTI-Negative
Iran's stadium ban on women puts the FIVB in a precarious position,700681210549428224,CTI-Negative
'No one is useless in this world who Charles Dickens quote quotes tweetjukebox,808537723745300480,CTI-Negative
bad terms http bitly1nOC9my cmts http bitly1LqM,710151763219841024,CTI-Negative
security experts consider joining sponsor 's virtualization technology team,770021928585289728,CTI-Positive
IT news dont be an evolutionary programmer httpwww thecaucusnetcontentcau,701830569991213056,CTI-Negative
today has been a very busy day as usual,760578548281270016,CTI-Negative
jerry kerley will be released a source tells,707687188805362048,CTI-Negative
the us veterans affairs department wants to scan the dark web for leaked data,732840424272891904,CTI-Positive
dowidget idtext11MicrosoftEdge Browser –,716623616599728128,CTI-Negative
'Actually yes a lot of hood niggas are gentlemen and actually,770016905222585984,CTI-Negative
i nice and pissed off,781931016931769984,CTI-Negative
we are the people we've been waiting for march for bernie nyc,693571404462215040,CTI-Negative
'Uncle Melo really downloaded Snapchat just to roast your favorite NBA players NSFW via,761647050454860032,CTI-Negative
shortgirltwitter httpstco23PgBteKrv,775516409438739968,CTI-Negative
'Medical Device DoctorDevice Deals Need Scrutiny Report Says Spin,729838893416091648,CTI-Negative
'go UVA beat UNc',703727324735401984,CTI-Negative
'algorithm reads tweets to figure out which restaurants make you sick',708534489782362112,CTI-Negative
'the vivid turnabout' a film,703448160782459008,CTI-Negative
Google’s autonomous cars don’t crash as much as humans,685895176456245248,CTI-Negative
680 AD Hindu King Rahab Dutt Fought On Side of Imam Huss,783927706056471040,CTI-Negative
tweet: 'httpstco4PrhIpJajb',723962869537116032,CTI-Negative
'win a family ticket to httpstcoyfji39Nx5u,786089458995265024,CTI-Negative
industry asked to help youth avoid career in cyber crime,743141630505476096,CTI-Positive
they did,692758175376760960,CTI-Negative
i hate rushing and i hate extreme heat,774776196680647040,CTI-Negative
amazing app today we have 9 amazing iphone apps on sale for free today,723889457095536640,CTI-Negative
whites are not ignorant about racism,802962441940254976,CTI-Negative
'Happy Valentines Day',699047424879362048,CTI-Negative
'this will change theres powerful opposition to vendor monopoly on fixing in nonsoftware world,790932455414980608,CTI-Negative
'two tales of the moon it’s 2009 and american’s economic interest http bit,714635980985274368,CTI-Negative
the busy beaver game http bitly20ntLbr comments http bitly20,734465741236277248,CTI-Negative
'breezy chemistry is a hit',796259134228164992,CTI-Negative
@iamatwork,747763026988769024,CTI-Negative
no he hasnt,690358531812364032,CTI-Negative
US DHS just spent 17 million to develop better ddos protection tech,686989027669442560,CTI-Positive
this hit me hard,723659224266489984,CTI-Negative
'RT bullying in the age of Trump is the media calling Trump supporters uneducated racists,798952717091676032,CTI-Negative
i news problems with bruce schneier “solitaire” httpwww,752724422046392320,CTI-Negative
digg pretty sure this was a fake video promoting his potato security company,746582903014985728,CTI-Positive
daknobcs unsubscribe,710118951880105984,CTI-Negative
'rescue foster adopt',787740038436126976,CTI-Negative
'we the american people deserve to know what amp when the president elect knew about the russia,815106576818179968,CTI-Negative
this is the day that the Lord has made,705399497053106048,CTI-Negative
best man in my buddys wedding this past weekend,717013689627320064,CTI-Negative
Gentoo Labs LLChttpstcoYxEHsMqkOp,801928773155361024,CTI-Negative
privileged account creation holes 'squashed',791444390816342016,CTI-Positive
'2 february 1957 at edwards a limited test and evaluation of,694557027692122112,CTI-Negative
Tesla Model 3 – Tesla Motors Says Reservations for Model 3 Surpass 276000 Model,716802279618129920,CTI-Negative
nobody at this party will talk tlop with me,700860944923033984,CTI-Negative
please come to see that!!,705378369974747008,CTI-Negative
'i found it way too hard and decided that it wasnt worth risking my or anyone,729146729275133952,CTI-Negative
'understanding copyright intellectual property in the digital age',710141882765086720,CTI-Positive
favorited thors treasure box 35 classic house mix by thorsten6831,766851993231036032,CTI-Negative
hacker how dhh organizes his rails controllers,743646938180911104,CTI-Positive
never thought any great signficance of seeing doris that day or that the liquor store was,686019909206184064,CTI-Negative
Uber raises the stakes after Lyft enters Grand Rapids ridesharing market,761051879350472704,CTI-Negative
dss will soon discover mungo park,785212130723303040,CTI-Negative
just saw the most honest bumper sticker ever,704635232801177984,CTI-Negative
hashtag comcijkdppq7H,726288194631786496,CTI-Negative
Syncsort Acquires Trillium Software Seeks to Add Data Integration and Quality,804161967225126912,CTI-Negative
hacker learn the rules of a system and then play by rules of a lower level,708833346231599104,CTI-Positive
sk boomin,795749393634886016,CTI-Negative
cybersecurity case study technology manufacturer stops telescrypt attack,786784497631105024,CTI-Positive
a new proof of euclids theorem 2006 http bitly22,686987535587749888,CTI-Negative
penalty arent proper goals anyway,765867339841692032,CTI-Negative
i gave a k on daegu,722437168350626048,CTI-Negative
you will soon be able to buy licensed 3d printed models of star trek spacecraft,773314999120962048,CTI-Negative
'dune rats home sick',698985368184562048,CTI-Negative
if you care about the health of the internet make a donation to amp help keep it,813853142995632000,CTI-Negative
i am weak af,722833532058477056,CTI-Negative
Obama believes in engaging with the Castro regime in cuba not isolating it,711827188396331008,CTI-Negative
je suis charlie,684870857487942016,CTI-Negative
'RT the problem with scheduled tweets when news happens ',807373437278846976,CTI-Negative
IBM InterConnect Recap Thoughts on IoT Integrations,703319793429057536,CTI-Negative
'watching medical pills dissolve is gross yet beautiful there http dlvritM,765660116150394880,CTI-Negative
'The strange world of directory scope httpwww wilfredmeukblog20160,739052910248501248,CTI-Negative
my brother for ever,719257025847422976,CTI-Negative
financial planner stabs two managers and kills himself,788122785772102016,CTI-Negative
crypt riding off into the sunset with wifey and a suitcase containing 250007 never,692457713012477952,CTI-Negative
android is it possible to extract source code from stock rom,791893410240081920,CTI-Positive
'teufelshunde' what an awesome and fitting tribute to the legacy,796725282300424192,CTI-Negative
infosec nsa chief says dnc email leak was deliberate act attack,799715330029301760,CTI-Positive
'my bad',757157669761389056,CTI-Negative
OSs available for pine64 http bitcorqco2h6vyxv,812020038765047808,CTI-Negative
i am going back to msn until i feel its safe to come back to,734795085230046976,CTI-Negative
nerdwallet entrepreneurs share 7 secrets to success read blog http owlerusab,777107548612677632,CTI-Negative
Venezuelan shops in the capital Caracas say they will be halvi,696521639790514176,CTI-Negative
hugs,805553623480430976,CTI-Negative
'at that young age she already finished middle school maths curriculum and can solve high school question,734137683082018944,CTI-Negative
india and uk sign MoU for knowledge exchange on cybersec incidents,771369182894039040,CTI-Positive
'IT news The Conjoined Triangles Explained http conjoinedtri,732628505461182464,CTI-Negative
'hhere now ddont go saying things like that i'm really,749759842689032064,CTI-Negative
VirusTotal policy change rocks antimalware industry,730746874550845440,CTI-Positive
Cassandra Butts served for at time as Deputy WH Counsel,740336907880664960,CTI-Negative
man utds top goalscorer across all competitions this season with 15 goals,727065558529745024,CTI-Negative
dope,785983029407780992,CTI-Negative
PCWORLD Raspberry Pi 3 others get the Windows 10 Anniversary Update for the Internetof Things,761317322275561472,CTI-Negative
'see how one of the best pizzas in nyc gets made http bloomb,785170414817382400,CTI-Negative
'With false affidavits and deny and delay strategies trump,793094477665755008,CTI-Negative
irritated sleepy,759754851450445952,CTI-Negative
orangutan animal – new orangutan population found but still considered,710073608584835072,CTI-Negative
indias tech manufacturing push to ride on the fl,700179391658254336,CTI-Negative
earthquake md 20 north california magnitude md 20,758211308672000000,CTI-Negative
digital disruptors demand a new approach to IT Help Net Security,782996626214383616,CTI-Positive
tweet: 'thats what twitter is for',733164650066412032,CTI-Negative
afreakingmen im with her,722580065129795968,CTI-Negative
'Id like for someone who opposes same sex marriage to explain where bride,747140073502563968,CTI-Negative
agritourism ask yourself the following questions,770879110700790016,CTI-Negative
my phone is no longer working until monday,731278578705416064,CTI-Negative
i am not feeling school tomorrow,767565924614286976,CTI-Negative
'nikon f4 looking beautiful in our brown strap by hawkesmill,684866442995609600,CTI-Negative
yall really be posting shit that will get you beat up,806637565155549056,CTI-Negative
'NA CVE20164377 HPE Smart Update in Storage Sizing Tool before http,767748062529875968,CTI-Negative
update on one of the hospitals that got owned then cryptolocked with samsam,715645227852169216,CTI-Positive
'retweeted s gurumurthy totally true where are we going,783610559207869952,CTI-Negative
from the forecourt of bhavan pm and hh mohamed bin,697737058882702976,CTI-Negative
rt maryum ali waves to fans during the funeral procession for her father,741379100808334976,CTI-Negative
Drupal News Entity Browser Enhanced http ifttt2eyjzh0,790267572440760320,CTI-Negative
Uber said Monday it was devastated by a shooting in the wake of a,702185260486799360,CTI-Negative
RT Modern Baseball shares antiDonald Trump song inspired by The Simpsons,797968615391760000,CTI-Negative
reporter raises point that gp has been in power for five years and there hasnt,722431733610738048,CTI-Negative
'soak up excess fat from saucy dishes with sliced bread http if,812736901014843392,CTI-Negative
did 24team format help portugal win the tournament,752558395064930048,CTI-Negative
shes in texas like most of the good women,725851501894094976,CTI-Negative
should be working on my end,751845503256625024,CTI-Negative
'healthinvestorasia article opinion the face of the internet of,767689309856133120,CTI-Negative
i love yolandah ally shhhh,688818398155944064,CTI-Negative
promote highquality investment key to growth and job creation in the arab world,730127520096497664,CTI-Negative
gophish 012 released via sysadmin,706860948305420288,CTI-Negative
'The Senate reform absolutely worked Turnbull’s DoubleD gamble green powergrab chaos aus,767247401828487040,CTI-Negative
'so into that shirt',782695539825454976,CTI-Negative
'every song is chief keef faneto',690793989247767040,CTI-Negative
'what bothers you most about hilary clinton',785908269806006272,CTI-Negative
interview with wolf halton and bo weaver about their book,772835757979422720,CTI-Negative
onlymarco rubio ballot2,715696182450848000,CTI-Negative
aren we all or hallucinating,788910282450099968,CTI-Negative
gentoo linux security advisory 20160201 http ifttt1PDx,695362252522651648,CTI-Positive
notordinaryfashion explore via tumblr moda http ifttt2g,800583362037452800,CTI-Negative
'aidan knight the arp',711580206759288960,CTI-Negative
'How to Crash Systemd in One Tweet,781468014701121536,CTI-Positive
'ios app – 10 nice free apps iphone or iPad on sale for free now,754588231300030464,CTI-Negative
ask hn what did you achieve in january 2016,693893381974593536,CTI-Negative
she has always been a hawk,723242194337971968,CTI-Negative
matthew a sexy guy that liked the women and has a nice tooth,721744373361324032,CTI-Negative
hurricane will never convince people to buy clam chowder hurricane prep is in full swing but,784072371233841152,CTI-Negative
'Navy Cyber Command CIO Talks about Walking Together Embracing Differences and,743929976811040768,CTI-Negative
which airport,800397467124637952,CTI-Negative
whos up,682868205740753024,CTI-Negative
bigbasketcom BMVO9567189230416,724212065225850880,CTI-Negative
'Tesla and Panasonic will make solar cells in buffalo if solarcity deal succeed,787989709360214016,CTI-Negative
love lost fashion found explore via tumblr moda http ifttt2,813353771015241728,CTI-Negative
HTC launches its own VR studio for Vive Wareable,807008421316887040,CTI-Negative
dracos precious face i love him so much i love who,795734265447218944,CTI-Negative
threats to critical information infrastructure on the rise,691300708935532544,CTI-Positive
archives http bitly1Oh2Fem,792397372152287232,CTI-Positive
The CyberWires conference report on Women in Cybersecurity Conference,748950594346418176,CTI-Positive
'had my dinnoh now to listen to football on the radio and zzz,789815036256644992,CTI-Negative
'CyberWar CyberTerror CyberCrime and CyberAct http bitly1,786660603985268736,CTI-Positive
'Ethereum’s NotsoSmart Contracts https steemitcome,743890970572316672,CTI-Negative
attachment parenting a plot to force women back into the home,718658066393137024,CTI-Negative
'article 28627 on pokemon go ... but a good overview gotta,753177387412496384,CTI-Negative
Podesta to Clinton supporters go home,796248655275683968,CTI-Negative
'hacker cyberwar' http bitly1RJEF7G,813277186329378816,CTI-Positive
phishing hit new 12yr high indicates ‘alarming trend’,740435666459361280,CTI-Positive
'yes but like many things it's quite complex',698797780265885952,CTI-Negative
things ethnic women can do,692344568637997056,CTI-Negative
'Choosing a high school',781035733301756032,CTI-Negative
freedom lies in being bold,789711139403890944,CTI-Negative
who,810222608847400960,CTI-Negative
'I have a question No Homo if necessary Fellas you KNOW,700004576875908992,CTI-Negative
i hate javascript definitively,790485848999522304,CTI-Negative
'hacking' warrants a question of procedure or substance,735934047944380416,CTI-Positive
Siri Cortana Give Flawed Responses In Health Crises,709743306368942080,CTI-Negative
'maribyrnong detention centre run on fear',806765247503613952,CTI-Negative
'move over bitcoin the blockchain is only just Getting Started',796000964041809920,CTI-Positive
OnePlus 3 smartphone launches in online virtualreality event,738412640519606272,CTI-Negative
australian foreign minister met assange lawyers offers consular assistance,695952269251100672,CTI-Negative
nobody wants to hear this but the person you want the most is the person you're best without,701461350678028032,CTI-Negative
home fries gt,793670779992936064,CTI-Negative
media training provider to unleash creative juices with series of Adobe webinars,739741844427280384,CTI-Negative
Ghost Push malware continues to haunt Android users via security malware,789829208684003328,CTI-Positive
saudi arabic central bank systems targeted with shamoon malware,805469833798307840,CTI-Positive
'this horrible also the kicker made me fall a little in love with this woman,775857781190439040,CTI-Negative
'don’t try to be original just try to be good',812236994113863680,CTI-Negative
Bitdefenders free tool unlocks TeslaCrypt Locky CTBLocker infections,715903863669334016,CTI-Positive
california abandons billions gallon of wastewater,698540110543891968,CTI-Negative
dridex borrows tricks from dyre targets uk users,689841224530919424,CTI-Positive
thank you for 33c3 keep up the good work,813767215560409088,CTI-Negative
can you spot a strong password,743458228240015360,CTI-Positive
'Sony PS4 – Rumor Sony Working On ‘PlayStation 45’,711547143949914112,CTI-Negative
i news suspect jailed indefinitely for refusing to decrypt hard drives,725742883928702976,CTI-Positive
thank you httpstcoiXGCUutXhp,721303142667825024,CTI-Negative
Olivier Giroud has had 5 shots for france so far,743179142691171968,CTI-Negative
'RT Emoji Tracker Realtime tracking of all emoji used on Twitter,727314125722935040,CTI-Negative
one thing i know when youre genuine everyone you meet will try to find a connection with,722848599306936064,CTI-Negative
'so will bret baier lose his job are there no consequences when,794528735760420992,CTI-Negative
one of the highlights at highfields pioneer village an old school room,787226503612292992,CTI-Negative
'this startup is solving virtual realitys biggest problem',689964072855552000,CTI-Negative
onenote beta adds ability to open passw,773268051038904320,CTI-Negative
'this election is partly a test of whether running actual campaign and actually wants to win is,755234188492673024,CTI-Negative
blindjava deserialization vulnerability with apache commonscollections and yso,777511793577037824,CTI-Positive
machineheart circle feat vanic,779162462977490944,CTI-Negative
'self-driving car comes with its own drone',686652163796385792,CTI-Negative
truck bomb attack on soldiers kills 18 in southeast turkey,785828383775088640,CTI-Negative
rasmpluginfoodisassemble seems to return both the success and the length,700078888085495808,CTI-Negative
'RT men who are feminists',723284979162045952,CTI-Negative
'Technology makes everything less emotional says Gene Simmons of Kiss,751919155515830272,CTI-Negative
Oliver Stone on what makes snowden exciting http bitly2bykc2m infosec,770677095458443264,CTI-Negative
rt christie humiliation greatest suffered by powerful autocrat since t,709869263696297984,CTI-Negative
why women cry,799846552797872000,CTI-Negative
entries are now open into our legendairy cheese and dairy comps,729464384209068032,CTI-Negative
please thank you,788450097092697984,CTI-Negative
what we do comes out of who we believe we are,715101276892226048,CTI-Negative
new indexinvesting possibilities on chartmill,713091777184604032,CTI-Negative
'modern and prestigious workplace',763342252500459520,CTI-Negative
defenders blog org 201602shows o love to the ugly and endangered,698977386310664192,CTI-Negative
'Louisville says yes to google fiber funny story att twc didn,698254349059883008,CTI-Negative
an artist recreated 7 disney princesses as moms the results are cute and hilarious,771591410168402048,CTI-Negative
silence is the saddest sound in the face of lossan emptiness remainswhere there once,691454129852428032,CTI-Negative
'sabrent 60 watt 12 amp 10 port familysized http bitly1PI,775356203924877312,CTI-Positive
they just SAY they arent using federal money,703022678815298048,CTI-Negative
3 complications that may be caused by noise pollution,695914886262468608,CTI-Negative
Galaxy S7 vs iPhone 6s camera test comparison which flagship has the edge,705068978029228032,CTI-Negative
TSS ALERTAttention Power supply problem,759715491128615040,CTI-Negative
'Valve tackles dodgy devs cheating steam review scores,775714681432473600,CTI-Negative
will MacBook Pro 2016 have touchscreen feature release date and specs,696229765825474560,CTI-Negative
you wanted abolishing the death penalty on the dem platform,768987500065000960,CTI-Negative
TSS ALERTCritical storage lower limit reached,789597379859213952,CTI-Negative
autumn concept anonymous woman enjoying takeaway coffee cup on sunny cols fall day,796667584171151360,CTI-Negative
autistic briton can be extradited to us on hacking charges,776835551945043968,CTI-Positive
4 followed 2 unfollowed me monitored by httpstco3MgQp0u,753478810268425984,CTI-Negative
Ferguson protests are fueling a backlash among white republicans in missouri,759818430107246976,CTI-Negative
'sunday its how i roll',747070934457147392,CTI-Negative
tough out on these streets,772604889016865024,CTI-Negative
Beluga whales foraging – Beluga whales tracked during hunt reveal patterns of foraging,699104902937640960,CTI-Negative
'Mumbai polices punfilled tweets storm',692611613715668992,CTI-Negative
'introduction to computer networks and cybersecurity if a network i http bitly,685496233880891392,CTI-Positive
'Sony Xperia Z5 news and release details 'Sony,697414180257705984,CTI-Negative
vulture 'in brave new 5g world data centres are pizza boxes or football fields',745989546513403904,CTI-Negative
south korean stocks will likely remain in a tight range next week,812481971389656960,CTI-Negative
'Fully appreciating your current circumstances can be tricky ',764035044658642944,CTI-Negative
sayfie FLSenate httpstco6nWa1msMIV,785967750589985024,CTI-Negative
i love u thats the worst part,747996873663741952,CTI-Negative
'porter robinson sea of voices galiamatias remix',684900441335971968,CTI-Negative
'EHR Physicians spending more time with data entry than patients as burnout rates increase,773625147911659520,CTI-Negative
pegasus gulf exploits iOS vulnerability nist on deidentification,770072234849337344,CTI-Positive
'maybe they cut his paycheck or maybe its just the end of eid',777515328804839040,CTI-Negative
'rereading julian maclarenross memoirs of the forties cack,773191805336772992,CTI-Negative
the artists the dreamers the writers the musicians etc move me beyond descriptionpoets,764310176144908032,CTI-Negative
rt submits to congress our plan for closing the facility at guantanamo,702208391607792000,CTI-Negative
'More car tools CAN bus analysis tool Kayak by on httpswww peerly,791935885516218368,CTI-Negative
'ios10 security – apple to give unprecedented talk on iOS 10 security at...,760601149254742016,CTI-Positive
'revealed the real reason behind katrina kaifs red,688021515200237952,CTI-Negative
NASAs free research trove may have broken arms trafficking rules,768644941056733184,CTI-Negative
'Sulon Q has insane mixed reality ambitions',710993217232117760,CTI-Negative
parquet court dust,722508518578851968,CTI-Negative
'I thought that was orange white green or is it upside down in protest',758142252656898048,CTI-Negative
police stops be in 2016,754444208912605056,CTI-Negative
boeinggate stock manipulation for personal profit,806205138968841984,CTI-Negative
'check out httpstcowx9Ye2CDdL atlas,800070136459918976,CTI-Negative
'i'm not aware i've declared any',715672713801634048,CTI-Negative
via,776517416457166976,CTI-Negative
comments on high frequency trading is nearing the ultimate speed limit,763720741791625216,CTI-Negative
climatecentral heat waves will happen more often in africa,735961082888491008,CTI-Negative
'Company FBI – Read Apple’s full response to the FBI ‘This case,715052580741709824,CTI-Negative
'after social media outcry acm changes tune on texting experiment http,721013134442553344,CTI-Negative
talk amongst yourselves i'm on a mission from god,713429032210009984,CTI-Negative
earthquake m 45 69km WNW of la ligua chile,724607427987918848,CTI-Negative
giffords receiving resounding applause and standing ovation from crowd,795723314740269056,CTI-Negative
'VR Devs Pull Support for Oculus Rift Until Palmer Lucke,779502989660880896,CTI-Negative
google safe browsing gives more details to compromised website owners,773947114439270400,CTI-Positive
nfsen plugins new released,735461066415722496,CTI-Negative
'snapdragon exynos - galaxy s7 - snap,713964084882853888,CTI-Negative
people will cry about not having killer crossover at the park,756270449525304960,CTI-Negative
'white folks will watch xmen and understand how wrong the gov is for discriminating,737113349192880000,CTI-Negative
alleged iraqi terrorist wore cufflink and trained terrorists in,792014336134778880,CTI-Negative
'ios app – The 9 Fantastic paid iphone and iPad apps on sale for free,753593894084808704,CTI-Negative
where at im on 26 and collins,713411299712089984,CTI-Negative
Rather to US media stop giving trump a free pass and do your damn job,777370915688636032,CTI-Negative
tweeps the best thing i did in 2016,811016335308258944,CTI-Negative
Lenovo is putting Windows Precision trackpads in its ThinkPad laptops,813984592466215040,CTI-Negative
not til mid march post super tues,701872121312472960,CTI-Negative
hotel fights back after Trump threatens to not pay,758173071903691008,CTI-Negative
Ducky is on the way to RSASingapore,755047417368764416,CTI-Negative
'FB BlackBerry10 – Facebook to live on in BlackBerry 10 through webbased app –,715597720623316992,CTI-Negative
nec indias aadhaar program registration surpasses one billion,786744400084733952,CTI-Negative
welcome to the baton rouge area leadership class of 2017,761622562933617024,CTI-Negative
